text,labels,domain,source
"BEIRUT Reuters - Top Lebanese Druze politician Walid Jumblatt on Saturday called on Saudi Arabia to enter dialogue with Iran and said that the Kingdom s modernization plans could not work while Riyadh was engaged in a war in Yemen. Lebanon was thrust back onto the frontline of a regional power tussle this month between Saudi Arabia and Iran. The two regional powers back competing factions in Iraq, Syria, Lebanon and Yemen, the last of which has become a central arena of the proxy battle. A settlement at minimum with the Islamic Republic of Iran gives us in Lebanon more strength and determination to cooperate to enforce the policy of disassociation, Jumblatt wrote in a Tweet on Saturday. Disassociation is widely understood in Lebanon to mean its policy of staying out of regional conflicts, ",,General,argilla_news
"BUENOS AIRES Reuters - A federal judge in Argentina indicted former President Cristina Fernandez for treason and asked for her arrest for allegedly covering up Iran s possible role in the 1994 bombing of a Jewish community center that killed 85 people, a court ruling said. As Fernandez is a senator, Congress would first have to vote to strip her of parliamentary immunity for an arrest to occur. The judge, Claudio Bonadio, also indicted and ordered house arrest for Fernandez s Foreign Minister Hector Timerman, the 491-page ruling said. Fernandez called a news conference in Congress to deny wrongdoing and accuse Bonadio and President Mauricio Macri of degrading the judiciary. It is an invented case about facts that did not exist, she said, dressed in white. Timerman s lawyer could not immedi",,General,argilla_news
"NAJAF, Iraq Reuters - In early September, Ayatollah Mahmoud Hashemi Shahroudi, a senior Iranian official and cleric, flew to the holy city of Najaf in southern Iraq. His entourage included a sizable security detail and the former head of the Revolutionary Guards, the most powerful military force in the Islamic Republic. Shahroudi, 69, spent several days on a charm offensive meeting officials, clerics and seminary students at his office near the golden dome shrine of Imam Ali, one of the world s holiest Shi ite sites. His aim was to raise his profile as a replacement for the top Shi ite cleric and most powerful man in Iraq the 87-year old Ayatollah Ali Sistani, according to current and former Iraqi officials. While attention has focused on Iraq s battle against Islamic State, the country s ",,General,argilla_news
"WASHINGTON Reuters - The European Union s foreign policy chief, Federica Mogherini, said on Friday she was reassured during meetings with President Donald Trump s administration that it was committed to full implementation of the Iran nuclear deal. In her first visit to Washington since Trump took power, Mogherini came to present the European Union as a valuable friend to the United States with common priorities. In a nod to Trump s preferred style of diplomacy, she said that the European Union could adopt a more formal transactional approach on some issues to appeal to the new administration. Mogherini, who met this week with Secretary of State Rex Tillerson, National Security Advisor Michael Flynn, Trump s advisor and son-in-law Jared Kushner and members of Congress, said her main intent",,General,argilla_news
"SYDNEY Reuters - Australia s Prime Minister Malcolm Turnbull said he would not call a general election after a citizenship crisis claimed another member of parliament on Saturday, leaving his government clinging to power with the support of two independents. Australia s constitution bars dual nationals from parliament, and Turnbull s centre-right coalition government was thrown into disarray last month by a High Court ruling that five of them were ineligible to be lawmakers. Earlier on Saturday, Conservative Liberal party MP John Alexander told reporters in Sydney he was no longer certain that he was solely Australian, and that meant he had to resign. Turnbull will deal with issues such as a no-confidence motion when they arise, he told a televised news conference in Vietnam s central city",,General,argilla_news
"UNITED NATIONS Reuters - Russia rejected on Tuesday a report by an international inquiry blaming the Syrian government for a deadly toxic gas attack, casting doubt on whether the U.N. Security Council can agree to extend the investigation s mandate before it expires next week. Russia vetoed an initial U.S. bid to renew the joint inquiry by the U.N. and the Organization for the Prohibition of Chemical Weapons OPCW on Oct. 24, saying it wanted to wait for the release of the investigation s report two days later. It has since proposed its own rival draft resolution, which deputy Russian U.N. Ambassador Vladimir Safronkov said on Tuesday aimed to enhance the effectiveness of the inquiry and correct errors and systemic problems. Without a comprehensive change it will become a tool to settle acc",,General,argilla_news
"Reuters - U.S. President-elect Donald Trump will name former Georgia Governor Sonny Perdue as his nominee for secretary of agriculture on Thursday, a senior transition official said on Wednesday. Here is a list of Republican Trump s selections for top jobs in his administration. NOTE Senate confirmation is required for all the posts except national security adviser and White House posts. Tillerson, 64, has spent his entire career at Exxon Mobil Corp, where he rose to chairman and chief executive officer in 2006. A civil engineer by training, the Texan joined the world s largest publicly traded energy company in 1975 and led several of its operations in the United States as well as in Yemen, Thailand and Russia. As Exxon s chief executive, he maintained close ties with Moscow and opposed U.",,General,argilla_news
"WASHINGTON Reuters - U.S. President Donald Trump s choice to lead an important health agency said on Thursday that the way pharmaceutical companies classify products as generic or branded needs to be reviewed in order to help hold down government spending, as she cited Mylan NV s EpiPen emergency allergy treatment. Seema Verma, Trump s nominee to lead the Centers for Medicare and Medicaid Services CMS , did not answer questions about whether the U.S. government should negotiate with pharmaceutical companies over drug prices. I think what happened with ... the EpiPen issue is very disturbing, Verma said at her confirmation hearing before the Senate Finance Committee. The idea that perhaps Medicaid programs, which are struggling to pay for those programs, that they could have potentially rec",,General,argilla_news
"MOSCOW Reuters - Russian Deputy Foreign Minister Sergei Ryabkov said on Monday that Russia was closely monitoring any signals from the team of U.S. President-elect Donald Trump regarding its future foreign policy, RIA news agency reported. Trump is expected to name Rex Tillerson, chief executive of Exxon Mobil XOM.N, as Washington s top diplomat, a source familiar with the situation said on Saturday. The appointment would add another figure in Trump s cabinet with close ties to Russia.",,General,argilla_news
"SYDNEY Reuters - A ninth Australian lawmaker quit parliament on Wednesday after discovering she was a dual national, the latest casualty in a widening constitutional crisis that has already cost the government its majority. The resignation of Skye Kakoschke-Moore, one of three senators in the center-right Nick Xenophon Team, over the surprise revelation that she was a British citizen by descent, does not affect the government s position in the upper house. Their advice was extremely surprising to me, Kakoschke-Moore told reporters in Adelaide, after having learnt from Britain s Home Office that her mother s birth in then-colonial Singapore in 1957 made her British by descent. Australia s 116-year-old constitution bans dual citizens from holding national office, in a bid to prevent split al",,General,argilla_news
"FAYETTEVILLE, N.C. Reuters - President-elect Donald Trump laid out a U.S. military policy on Tuesday that would avoid interventions in foreign conflicts and instead focus heavily on defeating the Islamic State militancy. In the latest stop on a thank you tour of states critical to his Nov. 8 election win, Trump introduced his choice for defense secretary, General James Mattis, to a large crowd in this city near the Fort Bragg military base, which has deployed soldiers to 90 countries around the world. We will stop racing to topple foreign regimes that we know nothing about, that we shouldn t be involved with, Trump said. Instead, our focus must be on defeating terrorism and destroying ISIS, and we will. Trump s rhetoric was similar to what he said during the election campaign when he raile",,General,argilla_news
"NEW DELHI Reuters - India s ruling Bharatiya Janata Party BJP was set to win an election in Prime Minister Narendra Modi s home state on Monday, the vote count showed, but with a reduced margin, which will be a boost for the opposition. A combined opposition led by the Congress party had mounted a tough challenge in the western state of Gujarat, hoping to weaken Modi in his home base by exploiting discontent over a lack of jobs and a national sales tax that hit business. The BJP won more than 100 seats in the 182-member state assembly, projections by India Today, CNN News18 and TimesNow showed. A party needs 92 seats to rule the state. Congress, led by Rahul Gandhi, who formally took over as party president at the weekend, was set to win more than 70 seats, far better than it had done in t",,General,argilla_news
"COPENHAGEN Reuters - A 17-year-old Danish girl who offered to fight for Islamic State was found guilty on Friday of planning bomb attacks at two schools, one of them Jewish, state broadcaster DR reported. The High Court ruling upholds a ruling in the Holbaek district court in May that found the girl - who was not named - guilty of attempted terrorism. The girl was arrested at her home in January last year, when she was aged 15, and charged with planning the attacks after acquiring chemicals for making bombs.",,General,argilla_news
"KIEV MOSCOW Reuters - Cyber attacks using malware called BadRabbit hit Russia and other nations on Tuesday, affecting Russian Interfax news agency and causing flight delays at Ukraine s Odessa airport. While no major outages were reported, the U.S. government issued a warning on the attack, which followed campaigns in May and June that used similar malware and resulted in what some economists estimated are billions of dollars in losses. The attacks are disturbing because attackers quickly infected critical infrastructure, including transportation operators, indicating it was a well-coordinated campaign, said Robert Lipovsky, a researcher with cyber firm ESET. More than half the victims were in Russia, followed by Ukraine, Bulgaria, Turkey and Japan, according to ESET. The U.S. Department o",,General,argilla_news
"WASHINGTON Reuters - U.S. President Donald Trump and Indian Prime Minister Narendra Modi called North Korea s pursuit of nuclear and ballistic missile programs a grave threat to global peace, the White House said in a statement after a meeting of the two leaders on Monday. Trump and Modi pledged to work together to counter North Korea s weapons of mass destruction programs and vowed to hold all parties that support these programs accountable, the White House statement said.",,General,argilla_news
"GARNER, Iowa MEXICO CITY Reuters - Farmers in the U.S. agricultural heartland that helped elect Donald Trump are now pushing his administration to avoid a trade dispute with Mexico, fearing retaliatory tariffs that could hit over 3 billion in U.S. exports. The value of exports at risk is based on a Reuters analysis of a tariff list which Mexico used in a trucking dispute six years ago and which Mexican officials have said could serve as a model if President Trump sets new barriers to Mexican goods. Pork producers contacted Trump s transition team soon after the Nov. 8 election to stress that tariff-free access to Mexico has made it their top export market by volume, said John Weber, president of the National Pork Producers Council. The council has sent the administration multiple letters, ",,General,argilla_news
"Reuters - The White House has assured the Renewable Fuels Association that any executive orders changing the U.S. Renewable Fuels Program would include measures to support use of ethanol and biodiesel, according to a source familiar with the discussions between the White House and the trade group. The source, who requested anonymity, said the group was told the executive order could include a long-awaited waiver that would allow E15 gasoline to be sold more easily during summertime months, a review of how the Environmental Protection Agency estimates emissions impacts of biofuels, and support for a congressional tax credit for domestic producers of biodiesel. A White House official did not respond to a request for comment.",,General,argilla_news
"Washington Reuters - Republican senators trying to repeal Obamacare are forming consensus to keep some of the U.S. healthcare law s taxes they long criticized, in hopes of delaying more drastic funding cuts, particularly to the Medicaid program for the poor and disabled. First proposed by moderate Republicans, the idea is gaining traction among party members, according to five sources involved in or briefed on internal discussions. While no final decisions have been made, a sense of urgency has increased as Republicans draft a replacement bill to former President Barack Obama s healthcare law before Congress goes on recess on June 30. But keeping some of the taxes in the Senate bill risks alienating conservatives. On Tuesday, 45 conservative groups and activists sent a letter to Republican",,General,argilla_news
"BEIRUT Reuters - The Syrian government is open to negotiations with Kurds over their demand for autonomy within Syria s borders, the foreign minister has said, striking a conciliatory tone as military tensions worsen between the sides in eastern Syria. Walid al-Moualem said the government could discuss the Kurdish demand once Islamic State is defeated, state news agency SANA reported, citing an interview with Russia Today. This topic is open to negotiation and discussion and when we are done eliminating Daesh Islamic State , we can sit with our Kurdish sons and reach an understanding on a formula for the future, Moualem said. The Syrian Kurdish YPG militia controls a swathe of northern Syria where the main Kurdish party, the PYD, and its allies have established autonomy since the start of ",,General,argilla_news
"WASHINGTON Reuters - As a teenager in the early 1970s retired U.S. Navy Vice Admiral Robert S. Harward played football and basketball, was popular with classmates and, like many American high school students, was known for partying. But Harward, to whom President Donald Trump has offered the post of U.S. national security adviser, to succeed Michael Flynn, spent his teenage years not in his native Rhode Island, but in pre-revolutionary Iran, where his father, a Navy captain, advised the Iranian military. During his teenage years, Harward lived in an Iranian neighborhood, attended school with Iranian-American students and played sports against Iranian teams. Those experiences gave him an unusual familiarity with Iran s culture and people in the years before the 1979 Islamic revolution that ",,General,argilla_news
"WASHINGTON Reuters - Republican congressman Michael McCaul, chairman of the House Homeland Security Committee, said on Wednesday that Russians had hacked into Republican National Committee computers, but the RNC denied it and McCaul later told CNN he misspoke. The Russians ... basically have hacked into both parties at the national level. And that gives us all concern about what their motivations are, McCaul told CNN in an interview. The Republican National Committee s communications director, Sean Spicer, quickly pushed back on McCaul s comments, saying on Twitter that there has been no known breach of Republican networks. Shortly thereafter, CNN.com posted a statement from McCaul clarifying his remarks. I misspoke by asserting that the RNC was hacked. What I had intended to say was that ",,General,argilla_news
"BRUSSELS Reuters - The European Commission said on Friday it had no fresh comment on Catalonia after the region s parliament declared independence from Spain. We have nothing to add to what we said at the regular midday briefing for journalists, Commission spokeswoman Mina Andreeva said. At the briefing, she referred reporters to earlier comments by Commission President Jean-Claude Juncker, who has repeatedly said that the debate on Catalonia s independence was an internal Spanish issue.",,General,argilla_news
"WASHINGTON Reuters - U.S. Defense Secretary Jim Mattis said on Tuesday the United States should consider staying in the Iran nuclear deal unless it were proven that Tehran was not abiding by the agreement or that it was not in the U.S. national interest to do so. Although Mattis said he supported President Donald Trump s review of the agreement curbing Iran s nuclear program, the defense secretary s view was far more positive than that of Trump, who has called the deal agreed between Iran and six world powers in 2015 an embarrassment. Trump is weighing whether the pact serves U.S. security interests as he faces an Oct. 15 deadline for certifying that Iran is complying, a decision that could sink an agreement strongly supported by the other world powers that negotiated it. If we can confirm",,General,argilla_news
"CARACAS Reuters - Venezuela s opposition received a European Union prize for human rights on Wednesday and urged the world to keep a close eye on an upcoming presidential election where it aspires to end two decades of socialist rule in the OPEC nation. Foes of President Nicolas Maduro failed to dislodge him during months of street protests this year that turned violent killing more than 125 people, and have been dismayed to see him consolidate his power in recent months. But they hope a presidential vote due in 2018 will galvanize exhausted and despondent supporters, and want foreign pressure for reforms to an election system they say is at the service of Maduro s dictatorship . In the next few months, there should be a presidential election and we ask Europe and the free world to pay ful",,General,argilla_news
"WASHINGTON Reuters - White House national security adviser H.R. McMaster said on Friday the United States was approaching the limit of what sanctions and diplomacy can accomplish in terms of reigning in North Korea s weapons program. For those ... who have been commenting on a lack of a military option, there is a military option, McMaster told reporters at the White House, adding that it would not be the Trump administration s preferred choice.",,General,argilla_news
"WASHINGTON Reuters - Nationals from seven Muslim-majority countries temporarily barred from the United States by President Donald Trump s executive order may be blocked indefinitely, and others might be added to the list, Homeland Security Secretary John Kelly said on Tuesday. Under the order released on Friday, travelers from Iran, Iraq, Libya, Somalia, Sudan, Syria and Yemen may not enter the country for at least 90 days while Kelly and others determine whether there is enough information available to screen them. Some of those countries that are currently on the list may not be taken off the list anytime soon, if they are countries that are in various states of collapse, as an example, Kelly told a press conference. Kelly said others may be added if it is determined they could tighten u",,General,argilla_news
"BAGHDAD Reuters - U.S. Secretary of State Rex Tillerson urged the Iraqi government and the Kurdistan region on Monday to resolve their conflict over Kurdish self-determination and disputed territories through dialogue. Tillerson laid out his position at the start of a meeting in Baghdad with Iraqi Prime Minister Haider al-Abadi, who in turn defended the role of an Iraqi paramilitary force backed by Iran against criticism the secretary of state made on Sunday. We are concerned and a bit sad, Tillerson said in his opening remarks. We have friends in Baghdad and friends in Erbil and we encourage all parties to enter into discussion ... and all differences can be addressed, he said, referring to the Iraqi and Kurdistan region capitals. The U.S. administration sided with Abadi in rejecting the ",,General,argilla_news
"WASHINGTON Reuters - The U.S. Senate Foreign Relations Committee backed legislation on Thursday that would impose new sanctions on Iran over its ballistic missile development, support for Islamist militant groups, weapons transfers and human rights violations. The vote was 18-3 in favor of the legislation, paving the way for its consideration by the full Senate. Lawmakers who backed the bill said they do not believe that its passage, which would require support by the House of Representatives and President Donald Trump to become law, would violate terms of the international nuclear agreement with Iran reached in 2015. Both Republicans and Democrats have been clamoring for a response to Iran s ballistic missiles development and other activities. But the foreign relations committee waited to",,General,argilla_news
"Reuters - The U.S. Congress is careening toward major deadlines on a Republican tax bill, the budget and other policies. Here is the outlook for what promises to be a sprint to the end of 2017. TUESDAY, NOV 28 The Senate Budget Committee voted on Tuesday to send Republican tax-cut legislation to the Senate floor for a vote, possibly as soon as Thursday, with 51 votes needed for passage. THURSDAY, NOV. 30, or FRIDAY, DEC. 1 Possible final Senate vote on tax bill, although delay was possible. Ahead of a floor vote, several Republican senators were making demands for possible changes to the legislation. If the Senate approves the bill, a conference would begin to reconcile differences between the Senate and House of Representatives tax measures. A compromise bill would need to be approved bef",,General,argilla_news
"YANGON Reuters - Turkey s state broadcaster said a team of journalists filming a documentary in Myanmar had told the government of their plans before they were detained for attempting to fly a drone near the country s parliament. The journalists, Lau Hon Meng from Singapore and Mok Choy Lin from Malaysia, have been held since Friday in the capital Naypyitaw, along with their Myanmar interpreter Aung Naing Soe and driver Hla Tin. Police have said they are investigating the four for bringing the drone into Myanmar in violation of an import-export rule that carries a penalty of up to three years in jail. The two foreign nationals had obtained official journalist visas before they entered Myanmar on Oct. 21, TRT World, the English-language subsidiary of the Turkish Radio and Television Corpora",,General,argilla_news
"WASHINGTON Reuters - The top two Republicans in the U.S. Congress said if leading Democrats want to reach an agreement with Republicans on a must-pass government funding bill, they need to attend a planned meet with President Donald Trump later on Tuesday. We have important work to do, and Democratic leaders have continually found new excuses not to meet with the administration to discuss these issues, House of Representatives Speaker Paul Ryan and Senate Majority Leader Mitch McConnell said in a joint statement. The statement came after Senate Democratic leader Chuck Schumer and House Democratic leader Nancy Pelosi said they would not attend a planned meeting with Trump at the White House after the president said he did not think he could reach a deal with them.",,General,argilla_news
"BRUSSELS Reuters - The former head of Catalonia is on his way to Brussels to see lawyers, Belgian state broadcaster VRT said on Monday. Carles Puigdemont is almost certainly coming to Brussels and is said to be on the way, VRT said on its website. Puigdemont will meet lawyers and political representatives here.",,General,argilla_news
"DOHA Reuters - Qatar has agreed to strengthen counter-terrorism cooperation with the United States to crack down on illicit financing of militant groups, a joint Qatari-U.S. statement said on Monday following a visit by U.S. Treasury Secretary Steven Mnuchin. Mnuchin s visit to Doha marked the end of a week-long trip aimed at curbing terrorist financing. There were earlier stops in Israel, the United Arab Emirates and Saudi Arabia, where the U.S. in May announced the Terrorist Financing Targeting Center, a U.S.-Gulf initiative to stem finance to militant groups. Following talks with Qatari officials in Doha, Mnuchen said the two countries had agreed to substantially increasing the sharing of information on terrorist financiers, with greater emphasis on charitable and money service business",,General,argilla_news
"BEIJING SHANGHAI Reuters - President Donald Trump can return to the United States claiming to have snagged over 250 billion in deals from his maiden trip to Beijing. Whether those deals live up to the lofty price tag is another question altogether. Watched by Trump and China s President Xi Jinping at a signing ceremony in Beijing, U.S. planemaker Boeing Co, General Electric Co and chip giant Qualcomm Inc sealed lucrative multi-billion dollar deals. This is truly a miracle, China s Commerce Minister Zhong Shan said at a briefing in Beijing. The quarter of a trillion dollar haul underscores how Trump is keen to be seen to address a trade deficit with the world s second-largest economy that he has long railed against and called shockingly high on Thursday. But U.S. businesses still have many ",,General,argilla_news
"The following statements were posted to the verified Twitter accounts of U.S. President Donald Trump, realDonaldTrump and POTUS. The opinions expressed are his own. Reuters has not edited the statements or confirmed their accuracy. realDonaldTrump - I requested that Mitch M Paul R tie the Debt Ceiling legislation into the popular V.A. Bill which just passed for easy approval. They... 0819 EDT - ...didn t do it so now we have a big deal with Dems holding them up as usual on Debt Ceiling approval. Could have been so easy-now a mess! 0825 EDT - The Fake News is now complaining about my different types of back to back speeches. Well, there was Afghanistan somber , the big Rally..... 0907 EDT - .. enthusiastic, dynamic and fun and the American Legion - V.A. respectful and strong . Too bad the D",,General,argilla_news
"MANHEIM, Pa. Reuters - Republican presidential nominee Donald Trump closed out a rough week for his campaign on Saturday by escalating personal attacks on Democrat Hillary Clinton, questioning her stamina and saying she should be in prison for her handling of classified emails. After a week in which he drew wide criticism for a public feud with a former beauty queen, Trump sought to rebound with a highly negative attack on his opponent in the Nov. 8 election, with a second presidential debate against her looming in a week. At the same time, the New York Times reported it had obtained records showing Trump declared a 916 million loss on his 1995 income tax returns, a deduction so large that it may have allowed him to avoid paying any federal income taxes for years. Trump has refused to rele",,General,argilla_news
"ERBIL, Iraq Reuters - A delegation from the Kurdistan Regional Government held talks with the Iraqi ruling Shi ite coalition in Baghdad on Saturday, two days before a planned referendum on secession from Iraq. The delegation will discuss the referendum but the referendum is still happening, Hoshiyar Zebari, a top adviser to Kurdish leader Massoud Barzani, told Reuters. We said we would talk to Baghdad before, during and after the referendum. The KRG has said the vote is intended to give its autonomous territory a legitimate mandate to achieve independence from Iraq through dialogue with Baghdad and neighboring powers Turkey and Iran. Ankara and Tehran are worried that the vote could revive the separatist aspirations of their own Kurdish populations. The Kurdish delegation met with represen",,General,argilla_news
"WASHINGTON Reuters - After days of chaos at airports and confusion over details of President Donald Trump s immigration executive order, some of his fellow Republicans joined Democrats in saying Congress might need to consider legislation to address his new policies. Republican Senator Bob Corker, chairman of the Senate Foreign Relations Committee, said it was too early to know all the implications of Trump s order banning travel into the United States by citizens of seven majority-Muslim nations, but lawmakers might eventually need to step in to modify it. Seriously, we still don t know all the implications of what happened. I don t think they the Trump administration know all the implications of what happened, he told reporters at the U.S. Capitol. There may well need to be a legislative",,General,argilla_news
"ERBIL Iraq Reuters - Iraqi Kurdish President Masoud Barzani departed office on Wednesday, leaving his nephew to reconcile with the central government in Baghdad, with regional neighbors and with rival Kurdish parties after a failed referendum on independence. Nechirvan Barzani, who has served alongside his uncle as prime minister, will now be the main authority figure in the executive of the Kurdish autonomous region, following Masoud Barzani s departure as president, Kurdish officials said. The prime minister will be the key person during this transitional period, said Hoshyar Zebari, a former Iraqi foreign minister, now advisor to the Kurdish government and senior member of the ruling Kurdistan Democratic Party KDP . The elder Barzani, a 71-year-old veteran guerrilla leader, had run the ",,General,argilla_news
"WASHINGTON Reuters - U.S. internet companies including Facebook Inc and Amazon Inc have sent President-elect Donald Trump a detailed list of their policy priorities, which includes promoting strong encryption, immigration reform and maintaining liability protections from content that users share on their platforms. The letter sent on Monday by the Internet Association, a trade group whose 40 members also include Alphabet s Google, Uber and Twitter, represents an early effort to repair the relationship between the technology sector and Trump, who was almost universally disliked and at times denounced in Silicon Valley during the presidential campaign. The internet industry looks forward to engaging in an open and productive dialogue, reads the letter, signed by Michael Beckerman, president ",,General,argilla_news
"SEOUL Reuters - U.S. Defense Secretary Jim Mattis flew into Seoul on Friday for annual defense talks as tensions with North Korea climb ahead of a visit to the region next month by President Donald Trump. Mattis has emphasized diplomatic efforts to find a peaceful solution to the crisis during his week-long trip to Asia, even as North Korea s weapons tests and bellicose verbal exchanges between Pyongyang and Washington stoke fears of an armed confrontation. I carried the message that the more we do together today the greater the chance for enduring peace in the future, Mattis said earlier this week, looking back at three days of meetings with Asian defense chiefs in the Philippines. That s really what it was all about to keep the North Korea effort firmly in the diplomatic lane for resolut",,General,argilla_news
"MEXICO CITY Reuters - Under pressure from President Donald Trump, Mexico is preparing to discuss changes to trade rules about a product s country of origin to try to avoid a disruptive fight with the United States over commerce. As the two countries begin a difficult new relationship, Mexico sees possible common ground with Trump on the rules of origin of the North American Free Trade Agreement NAFTA that binds the two countries and Canada, several sources said. Rules of origin are regulations setting out where trade products are sourced from. Although formal negotiations about NAFTA have not begun, the rules could eventually be altered to favor U.S. industry over competitors from outside North America, particularly in Asia. Changes to those rules could help align Mexico with Trump s indus",,General,argilla_news
"BEIJING Reuters - China s Foreign Ministry said on Wednesday that a senior diplomat traveling to North Korea as a special envoy of Chinese President Xi Jinping will exchange views on matters between the two countries and parties. Ministry spokesman Geng Shuang made the comment at a daily news briefing, adding that he was not aware of specific arrangements on who the Chinese envoy, Song Tao, will meet while in the North. He did not specify what matters would be discussed. The official Xinhua news agency earlier said Song, who heads the ruling Communist Party s external affairs department, would leave for North Korea on Friday.",,General,argilla_news
"SEOUL Reuters - The United Nations nuclear watchdog s chief said on Friday North Korea s sixth nuclear test conducted on Sept. 3 showed the isolated country has made rapid progress on weapons development that posed a new, global threat. Tensions on the Korean peninsula have increased markedly since the test, which led to a new round of sanctions against the North after a unanimous U.N. Security Council resolution. The yield is much bigger than the previous test, and it means North Korea made very rapid progress, International Atomic Energy Agency IAEA Director Yukiya Amano told reporters in Seoul. Combined with other elements, this is a new threat and this is a global threat, he said after a meeting with South Korean Foreign Minister Kang Kyung-wha. Amano said the IAEA did not have the cap",,General,argilla_news
"WASHINGTON Reuters - Omarosa Manigault, best-known for repeatedly being fired on the TV show The Apprentice, is being considered for a job in Donald Trump s White House, a member of the president-elect s transition team said on Tuesday. A lecturer on branding and marketing at Howard University and a former Mrs. America pageant contestant, Manigault, 42, was one of Trump s more visible African-American supporters during his successful election bid. The Youngstown, Ohio, native also worked at the White House during the Clinton administration, in Vice President Al Gore s office. Trump won national attention by hosting the first 14 seasons of the NBC TV game show The Apprentice, in which contestants vied to demonstrate their business skills and win a job running one of his companies. Typically",,General,argilla_news
"WASHINGTON Reuters - Paul Manafort, who served last year as U.S. President Donald Trump s campaign manager, is planning to register with the Justice Department as a foreign agent, his spokesman said on Wednesday. Manafort s lobbying for a foreign client ended before he began working on Trump s presidential campaign and was not conducted on behalf of the Russian government, spokesman Jason Maloni said in a statement. Manafort s ties to Russia are part of probes underway by the Federal Bureau of Investigation and congressional intelligence committees into Moscow s interference in the 2016 presidential election, according to reports by the New York Times and other media. Manafort has denied any impropriety and has volunteered to be interviewed by the House intelligence committee. Russia has d",,General,argilla_news
"PARIS GENEVA Reuters - Switzerland is sending a Tunisian couple who include the brother of a man presumed to have killed two people in a knife attack at a French train station back to their home country for security reasons, Swiss federal police said on Tuesday. The couple were arrested in the Swiss town of Chiasso near the Swiss-Italian border on Sunday night where they sought asylum. They will detained pending their expulsion, Swiss federal police said, giving no date. The man is known to foreign police services for his links with the jihadist terrorist movement. For now his role in the Marseille attack, if any, is not clear, Swiss federal police said in a statement giving no names or ages for the couple. Earlier a source close to the investigation said on Tuesday that Swiss had detained",,General,argilla_news
"WASHINGTON Reuters - The U.S. House of Representatives on Thursday narrowly approved a bill to repeal Obamacare, handing Republican President Donald Trump a victory that could prove short-lived as the healthcare legislation heads into a likely tough battle in the Senate. The vote to repeal former President Barack Obama s signature domestic achievement, which enabled 20 million more Americans to get health insurance, was Trump s biggest legislative win since he took office in January, putting him on a path to fulfilling one of his key campaign promises as well as a seven-year quest by Republican lawmakers. It marked a reversal of fortune for the Republican president who suffered a stunning defeat in late March when House Republican leaders pulled legislation to scrap Obamacare after they an",,General,argilla_news
"WASHINGTON Reuters - The United States has told Russia to close its consulate in San Francisco and buildings in Washington and New York that house trade missions, the State Department said on Thursday, in retaliation for Moscow cutting the U.S. diplomatic presence in Russia. The announcement was the latest in tit-for-tat measures between the two countries that have helped to drive relations to a new post-Cold War low, thwarting hopes on both sides that they might improve after U.S. President Donald Trump took office in January. Last month, Moscow ordered the United States to cut its diplomatic and technical staff in Russia by more than half, to 455 people to match the number of Russian diplomats in the United States, after Congress overwhelmingly approved new sanctions against Russia. The ",,General,argilla_news
"NEW DELHI Reuters - Just as British ministers were hoping to win EU leaders support for their newly revealed Brexit plan, Foreign Secretary Boris Johnson raised hackles by comparing any attempt to punish Britain to a World War Two escape movie. He was visiting New Delhi a day after Prime Minister Theresa May laid out the case for a hard Brexit. The wartime comment came as he answered a question on remarks made earlier by an aide to French President Francois Hollande who said Britain should not expect a better trading relationship with Europe once it had left. If Monsieur Hollande wants to administer punishment beatings that anyone chooses to escape, rather in the manner of some World War Two movie, then I don t think that s the way forward, Johnson answered. He was swiftly condemned by the",,General,argilla_news
"PRISTINA Reuters - Kosovo s government considers the possibility of attacks by Islamic State fighters returning from Iraq and Syria one of the main threats to national security, according to a new strategy document. Around 300 Kosovars have gone to Syria and Iraq since 2012 to fight with the Islamic State group for the establishment of a caliphate ruled by Islamic law. Some 70 have been killed but many, including women and children, are still believed to be in the conflict zone, despite the group s expulsion from almost all the population centers it had held. The document, State Strategy Against Terrorism and Action Plan 2018-2022 , was posted on a government website on Friday. It said potential threats included attacks by members of terrorist organizations through foreign terrorist fighte",,General,argilla_news
"WASHINGTON Reuters - Two U.S. Senators urged auto safety regulators to publicly name the makes and models of tens of millions of vehicles with potentially faulty Takata air bag inflators, according to a letter made public late on Thursday. There may still be 50 million airbags installed in vehicles whose owners not only have no idea, but also no way to find out, that they are driving a car containing potentially lethal airbags, wrote Senators Ed Markey, a Massachusetts Democrat and Richard Blumenthal, a Connecticut Democrat. On Wednesday, the U.S. National Highway Traffic Safety Administration NHTSA confirmed the Japanese air bag manufacturer would declare between 35 million and 40 million additional inflators defective by 2019, which will prompt automakers to recall vehicles with the infl",,General,argilla_news
"SEOUL Reuters - South Korea and the United States launched large-scale joint aerial drills on Monday, officials said, a week after North Korea said it had tested its most advanced missile as part of a weapons programme that has raised global tensions. The annual U.S.-South Korean drill, called Vigilant Ace, will run until Friday, with six F-22 Raptor stealth fighters to be deployed among the more than 230 aircraft taking part. The exercises have been condemned as a provocation by the isolated North. F-35 fighters will also join the drill, which will also include the largest number of 5th generation fighters to take part, according to a South Korea-based U.S. Air Force spokesman. Around 12,000 U.S. service members, including from the Marines and Navy, will join South Korean troops. Aircraft",,General,argilla_news
