source,url,title,body,domain,sub_domain,scraped_at
thehindu.com,https://www.thehindu.com/sport/other-sports/divyanshi-becomes-youngest-indian-to-win-wtt-feeder-womens-title/article71048453.ece,Table Tennis | Divyanshi becomes youngest Indian to win WTT Feeder women’s title,,Sports,General,2026-06-03T09:37:37.641339
thehindu.com,https://www.thehindu.com/sport/cricket/eng-vs-ind-3rd-wt20i-india-look-for-better-effort-from-middle-order-batters-in-series-decider/article71048408.ece,Eng vs Ind 3rd WT20I: India look for better effort from middle-order batters in series decider,"With the series locked at 1-1, a victory in the decider will not just be another overseas bilateral win but a shot in the arm for either team before the start of the Women's T20 World Cup later this month",Sports,General,2026-06-03T09:37:37.641679
thehindu.com,https://www.thehindu.com/sport/races/maana-breathtaking-aldgate-positano-and-elveden-shine/article71048653.ece,"Maana, Breathtaking, Aldgate, Positano and Elveden shine",,Sports,General,2026-06-03T09:37:37.642020
thehindu.com,https://www.thehindu.com/society/fifa-world-cup-2026-football-fans-india-kerala-bengal/article71023927.ece,Why football’s most passionate fans may be in India,"In Kerala, West Bengal and several other places across India, the FIFA World Cup is a homecoming — of fan clubs, midnight screenings, bike rallies and WhatsApp groups that spring back to life every four years",Sports,General,2026-06-03T09:37:37.642292
thehindu.com,https://www.thehindu.com/podcast/in-focus-podcast-ipl-2026-season-review-what-defined-a-season-of-records-runs-and-repeat-champions/article71048161.ece,"In Focus podcast | IPL 2026 review: What defined a season of records, runs and repeat champions?","A discussion on the highlights of 2026 season, including RCB’s all-round brilliance, Vaibhav Sooryavanshi’s sensational campaign, the defanging of spinners and questions over the Impact Player rule.",Sports,General,2026-06-03T09:37:37.642586
thehindu.com,https://www.thehindu.com/sport/tennis/french-open-2026-vallejo-fined-65000-over-sexist-umpire-remarks/article71047847.ece,"French Open 2026: Vallejo fined €65,000 over sexist umpire remarks",Adolfo Daniel Vallejo was fined half his French Open prize money for saying his match should not have been umpired by a woman,Sports,General,2026-06-03T09:37:37.642862
thehindu.com,https://www.thehindu.com/sport/football/fifa-world-cup-2026-broadcast-rights-zee-entertainment-channel-streaming/article71047800.ece,FIFA World Cup 2026: India finally gets a broadcaster as Zee Entertainment secures rights,"The announcement comes just 10 days before ⁠the tournament kicks off on June 11 across the ‌United States, Canada and Mexico",Sports,General,2026-06-03T09:37:37.643083
thehindu.com,https://www.thehindu.com/sport/athletics/asian-u20-athletics-championships-pm-modi-congratulates-indian-contingent-for-rich-medal-haul/article71047632.ece,Asian U20 Athletics Championships: PM Modi congratulates Indian contingent for rich medal haul,"India won 19 medals, including 10 gold as high jumper Pooja Singh broke a two-decade-old national record with an effort of 1.93 metres",Sports,General,2026-06-03T09:37:37.643326
thehindu.com,https://www.thehindu.com/sport/tennis/french-open-2026-teen-titan-fonseca-topples-ruud-to-make-quarterfinals/article71047621.ece,French Open 2026: Teen titan Fonseca topples Ruud to make quarterfinals,The 19-year-old had earlier fought from two sets ⁠down to knock out Novak Djokovic in the third round and emerge as a genuine contender in a topsy-turvy tournament,Sports,General,2026-06-03T09:37:37.643716
thehindu.com,https://www.thehindu.com/sport/tennis/french-open-teenager-fonseca-tames-djokovic-in-fourth-round-as-shocks-continue-in-paris/article71040333.ece,French Open: Teenager Fonseca tames Djokovic in third round as shocks continue in Paris,"Roland Garros was assured a first-time major winner, with defending champion Carlos Alcaraz skipping ‌the tournament due to a wrist injury",Sports,General,2026-06-03T09:37:37.644010
thehindu.com,https://www.thehindu.com/sport/cricket/gujarat-titans-players-staff-evacuated-from-team-bus-after-mid-road-breakdown/article71047415.ece,"Gujarat Titans players, staff evacuated from team bus after mid-road breakdown","The team members, who are all safe and unhurt despite smoke spreading inside the bus, waited on the road for a short while before another bus was arranged to take them to the hotel",Sports,General,2026-06-03T09:37:37.644240
thehindu.com,https://www.thehindu.com/sport/football/france-says-nearly-900-arrested-in-champions-league-final-riots/article71047301.ece,France says nearly 900 arrested in Champions League final riots,One man died riding his motorbike around the Paris ring road in celebration while authorities reported stabbings and other attacks,Sports,General,2026-06-03T09:37:37.644422
thehindu.com,https://www.thehindu.com/sport/cricket/indian-premier-league-2026-points-table-where-do-the-teams-stand-in-ipl-2026/article70897167.ece,Indian Premier League 2026 points table: Where do the teams stand?,"Sunrisers Hyderabad, with 14 points, Gujarat Titans with 14, and Royal Challengers Bengaluru, with 12 points are in the top three spots.",Sports,General,2026-06-03T09:37:37.644621
thehindu.com,https://www.thehindu.com/sport/football/arsenal-paint-london-red-with-victory-parade-after-premier-league-title-win/article71047117.ece,Arsenal paint London red with victory parade after Premier League title win,It ‌was Arsenal's first trophy since Arteta won the Football Association Challenge (FA) Cup in ‌his ⁠debut season as manager in 2020,Sports,General,2026-06-03T09:37:37.644801
thehindu.com,https://www.thehindu.com/sport/cricket/ipl-2026-we-have-not-just-played-we-dominated-this-year-says-rcb-skipper-patidar/article71047133.ece,"IPL 2026: ‘We have not just played, we dominated this year,’ says RCB skipper Patidar","“To be honest, last year was a lot of pressure; this year was more calm because of the way we played throughout the tournament; I think we have not just played, we dominated this year,” says Patidar",Sports,General,2026-06-03T09:37:37.645165
thehindu.com,https://www.thehindu.com/sport/other-sports/norway-chess-indian-quartet-endures-miserable-day-as-all-four-suffer-defeats/article71047191.ece,Norway Chess: Indian quartet endures miserable day as all four suffer defeats,"Magnus Carlsen exacted revenge on Frenchman Alireza Firouzja, winning the reverse fixture after having opened his campaign with a defeat to him",Sports,General,2026-06-03T09:37:37.645435
thehindu.com,https://www.thehindu.com/sport/cricket/with-departed-souls-in-mind-fans-in-bengaluru-celebrate-another-ipl-win-in-the-right-spirit/article71047061.ece,"With departed souls in mind, fans in Bengaluru celebrate another IPL win in the ‘right spirit’","With police barriers around, they danced on the streets revelling in the team's remarkable success and their icon Virat Kohli, who smashed an unbeaten fifty to anchor the chase",Sports,General,2026-06-03T09:37:37.645727
thehindu.com,https://www.thehindu.com/sport/football/fifa-world-cup-czech-republics-final-squad-includes-17-year-old-hugo-sochurek/article71046906.ece,FIFA World Cup: Czech Republic’s final squad includes 17-year-old Hugo Sochurek,Hugo Sochurek became the youngest player for Czech Republic in a warmup game against Kosovo in a friendly,Sports,General,2026-06-03T09:37:37.646069
thehindu.com,https://www.thehindu.com/sport/football/fifa-world-cup-ochoa-set-for-sixth-world-cup-as-mexico-names-squad/article71046858.ece,FIFA World Cup: Ochoa set for sixth World Cup as Mexico names squad,"Ochoa, who made his World Cup ⁠debut in Germany in 2006, has seen limited action for the national team in recent years",Sports,General,2026-06-03T09:37:37.646351
timesofindia.indiatimes.com,https://timesofindia.indiatimes.com/sports/cricket/india-vs-afghanistan/india-vs-afghanistan-mohammed-sirajs-availability-hangs-in-the-balance-auqib-nabi-on-standby-for-one-off-afghanistan-test/articleshow/131474974.cms,IND vs AFG: Siraj's availability hangs in the balance; Nabi on standby for one-off Test,"Mohammed Siraj's availability for the Afghanistan Test remains uncertain, with selectors monitoring the pacer's workload after a long IPL season. Jammu & Kashmir seamer Auqib Nabi, one of the six net bowlers, is on standby and will join the squad if Siraj is rested.",Sports,General,2026-06-03T09:37:39.280396
timesofindia.indiatimes.com,https://timesofindia.indiatimes.com/sports/cricket/ipl/ipl-2026/ab-sab-chuk-jayega-the-ipl-dream-that-will-free-mukul-choudharys-family-from-debt/articleshow/131474184.cms,EXCLUSIVE | 'Ab sab chuk jayega': The IPL dream that will free Mukul's family from debt,"After a breakthrough IPL season with Lucknow Super Giants, Mukul Choudhary is set to fulfil a dream far bigger than cricket: helping his family clear a long-standing bank loan. From overnight bus journeys between Gurugram and Bharatpur to years of living in rented homes, the youngster's rise has been built on sacrifice, hard work and unwavering family support. Now, armed with lessons from Rishabh Pant, Mitchell Marsh and Nicholas Pooran, Mukul believes the IPL has changed his life and opened the",Sports,General,2026-06-03T09:37:39.281472
timesofindia.indiatimes.com,https://timesofindia.indiatimes.com/sports/cricket/ipl/ipl-2026/did-vaibhav-sooryavanshi-deliver-the-greatest-batting-campaign-in-ipl-history/articleshow/131462132.cms,How Sooryavanshi combined Kohli &amp; Gayle to produce greatest IPL season,"If the question is which batter produced the most extreme combination of volume, speed and power across a single IPL season, the evidence points overwhelmingly in one direction. The IPL has seen bigger run tallies. It has seen cleaner six-hitters. What it had never seen before 2026 was a player score nearly 800 runs while striking at 237 and smashing 72 sixes. For 18 seasons, volume and violence existed separately. Vaibhav Sooryavanshi merged them, and that is why his IPL campaign 2026 may be on",Sports,General,2026-06-03T09:37:39.282326
timesofindia.indiatimes.com,https://timesofindia.indiatimes.com/sports/chess/norway-chess-r-praggnanandhaa-humbles-magnus-carlsen-once-again-gukesh-divya-deshmukh-suffer-classical-losses/articleshow/131473706.cms,"Norway Chess: Pragg humbles Carlsen once again; Gukesh, Divya suffer classical losses","At Norway Chess Round 8, R Praggnanandhaa defeated Magnus Carlsen for the second time in two weeks, outplaying the World No. 1 in a sharp French Defence to stay in title contention. Meanwhile, Gukesh suffered another classical setback against Alireza Firouzja after a preparation mix-up in the Ragozin Defence. In the women’s event, Divya Deshmukh lost to women's leader Bibisara Assaubayeva.",Sports,General,2026-06-03T09:37:39.283120
timesofindia.indiatimes.com,https://timesofindia.indiatimes.com/sports/cricket/ipl/ipl-2026/our-bus-was-going-up-in-smoke-jos-buttler-reveals-scary-incident-after-gujarat-titans-ipl-2026-final-loss-to-rcb/articleshow/131473833.cms,'Our bus was going up in smoke': Jos Buttler reveals scary incident,"Gujarat Titans' Jos Buttler described a frightening safety scare after their IPL final loss. The team bus caught fire due to a short circuit, forcing players and staff to evacuate. This incident compounded their disappointment after falling short against Royal Challengers Bengaluru, adding a bizarre end to their campaign.",Sports,General,2026-06-03T09:37:39.283364
timesofindia.indiatimes.com,https://timesofindia.indiatimes.com/sports/cricket/news/sachin-tendulkar-grew-up-in-a-different-era-manjrekar-amid-calls-for-vaibhav-sooryavanshis-india-debut/articleshow/131459253.cms,'Tendulkar grew up in a different era': Manjrekar amid calls for Sooryavanshi's India debut,"Young Vaibhav Sooryavanshi's IPL heroics have ignited a debate on his national team prospects. While some advocate for a fast-track, former cricketer Sanjay Manjrekar urges caution, emphasizing the difference between T20 success and red-ball cricket. Manjrekar believes Sooryavanshi should chart his own career path, free from undue pressure and public speculation.",Sports,General,2026-06-03T09:37:39.284095
timesofindia.indiatimes.com,https://timesofindia.indiatimes.com/sports/football/fifa-world-cup/ebola-concerns-force-cancellation-of-dr-congos-fifa-world-cup-warm-up-match-against-chile/articleshow/131474050.cms,Ebola concerns force cancellation of FIFA World Cup warm-up match,A pre-World Cup friendly between DR Congo and Chile in Spain was cancelled due to health concerns over the Ebola outbreak. Local authorities intervened after health experts warned of potential risks. DR Congo has already altered its training plans due to the epidemic.,Sports,General,2026-06-03T09:37:39.284442
timesofindia.indiatimes.com,https://timesofindia.indiatimes.com/sports/cricket/news/former-leg-spinner-joins-gautam-gambhirs-support-staff-as-team-indias-spin-bowling-coach/articleshow/131465006.cms,Former leg-spinner joins Gambhir's support staff as India's spin-bowling coach,,Sports,General,2026-06-03T09:37:39.284729
timesofindia.indiatimes.com,https://timesofindia.indiatimes.com/sports/football/fifa-world-cup/end-of-an-era-from-messi-to-ronaldo-13-football-legends-who-could-be-playing-their-final-world-cup/articleshow/131458017.cms,"From Messi to Ronaldo, 13 legends who could play their final FIFA World Cup","The 2026 FIFA World Cup is expected to serve as a farewell stage for several of football’s most iconic players. From Lionel Messi and Cristiano Ronaldo to Luka Modrić, Neymar and Mohamed Salah, a generation that has defined the modern game could be making its final World Cup appearances. For some, it is one last chance at glory; for others, a final opportunity to cement enduring legacies.",Sports,General,2026-06-03T09:37:39.285104
timesofindia.indiatimes.com,https://timesofindia.indiatimes.com/sports/football/fifa-world-cup/a-historic-moment-for-indian-football-fans-shashi-tharoor-celebrates-as-indian-origin-duo-set-to-feature-at-fifa-world-cup-2026/articleshow/131466684.cms,'A historic moment': Tharoor celebrates as Indian-origin duo set to feature at FIFA World Cup 2026,"Congress MP Shashi Tharoor hailed the inclusion of two players of Indian heritage in the 2026 FIFA World Cup as a proud moment for Indian football fans. Qatar’s Tahsin Mohammed Jamshid, whose roots are in Kerala, and Australia’s Nishan Velupillay, with family origins in Tamil Nadu, were highlighted. Tharoor said they follow the path of former France midfielder Vikash Dhorasoo and praised the Indian diaspora’s growing impact on football’s biggest stage.",Sports,General,2026-06-03T09:37:39.285500
timesofindia.indiatimes.com,https://timesofindia.indiatimes.com/sports/cricket/news/rcb-batter-who-left-ipl-before-playoffs-is-absolutely-fine-to-play-for-england-in-test-vs-new-zealand-as-mccullum-calls-for-refined-bazball/articleshow/131465557.cms,RCB batter who left IPL midway is 'absolutely fine' to play in ENG vs NZ Test,Bethell had cut short his stint with IPL 2026 champions Royal Challengers Bengaluru so he could return home and be assessed by England's medical team ahead of the New Zealand series.,Sports,General,2026-06-03T09:37:39.285803
timesofindia.indiatimes.com,https://timesofindia.indiatimes.com/sports/badminton/pv-sindhu-advances-at-indonesia-open-lakshya-sen-kidambi-srikanth-crash-out/articleshow/131464291.cms,"Sindhu advances at Indonesia Open; Lakshya, Srikanth crash out","PV Sindhu battled past Thailand's Busanan Ongbamrungphan 25-23, 21-16 to reach the second round of the Indonesia Open and is likely to face world No. 1 An Se-young next. It was otherwise a disappointing day for India, with Kidambi Srikanth, Lakshya Sen, Malvika Bansod, Treesa-Gayatri, and Dhruv-Tanisha exiting, while Hariharan Amsakarunan and MR Arjun advanced.",Sports,General,2026-06-03T09:37:39.286211
timesofindia.indiatimes.com,https://timesofindia.indiatimes.com/sports/cricket/news/suryakumar-yadavs-poor-form-continues-india-t20-skipper-out-for-19-off-11-balls/articleshow/131466505.cms,SKY's poor form continues; India T20 skipper out for 19 off 11 balls,,Sports,General,2026-06-03T09:37:39.286551
timesofindia.indiatimes.com,https://timesofindia.indiatimes.com/sports/cricket/news/chasing-142-ireland-beat-west-indies-by-1-run-despite-scoring-just-99-in-dramatic-t20i-heres-how/articleshow/131462628.cms,"Chasing 142, Ireland beat WI by 1 run despite scoring just 99; here's how",,Sports,General,2026-06-03T09:37:39.286940
timesofindia.indiatimes.com,https://timesofindia.indiatimes.com/sports/cricket/news/hardik-pandya-to-reach-bcci-coe-on-june-2/articleshow/131457984.cms,Hardik Pandya to reach BCCI CoE on June 2,"Hardik Pandya is set to undergo fitness drills at the BCCI Centre of Excellence in Bengaluru from June 2, aiming for the ODI squad against Afghanistan. Meanwhile, the Test team begins training in Mullanpur for their one-off match. Auqib Nabi might be a late addition to the Test camp.",Sports,General,2026-06-03T09:37:39.287315
timesofindia.indiatimes.com,https://timesofindia.indiatimes.com/sports/football/fifa-world-cup/cristiano-ronaldo-shares-4-word-message-after-portugal-begin-fifa-world-cup-2026-preparations/articleshow/131461907.cms,Ronaldo shares 4-word message after Portugal begin WC preparations,"Cristiano Ronaldo has begun training with Portugal ahead of the FIFA World Cup, sharing a photo captioned, ""The World Mission Begins!"" The 41-year-old is set for a record sixth World Cup appearance and hopes to win the only major trophy missing from his career. Ronaldo enters the tournament in top form after helping Al Nassr win the Saudi Pro League title.",Sports,General,2026-06-03T09:37:39.287726
timesofindia.indiatimes.com,https://timesofindia.indiatimes.com/sports/cricket/india-vs-afghanistan/watch-team-india-arrives-in-new-chandigarh-ahead-of-their-one-off-test-against-afghanistan/articleshow/131466141.cms,Watch: Team India arrives in New Chandigarh ahead of their one-off Test,"India arrived in New Chandigarh on Tuesday for a one-off Test against Afghanistan starting June 6, marking their return to red-ball cricket after IPL 2026. Led by Shubman Gill, India will use the match to prepare for upcoming overseas tours. Afghanistan aims to test itself against a top side. The teams last met in a Test in 2018, when India won convincingly.",Sports,General,2026-06-03T09:37:39.287967
timesofindia.indiatimes.com,https://timesofindia.indiatimes.com/sports/cricket/ipl/ipl-2026/a-lot-of-indians-have-struggled-sanjay-manjrekar-bats-for-more-foreign-captains-in-ipl/articleshow/131460393.cms,'A lot of Indians have struggled': Manjrekar bats for more foreign captains in IPL,"Former India cricketer Sanjay Manjrekar has advocated for more foreign captains in the IPL, saying teams should select the best leader regardless of nationality. While acknowledging that Indian captains boost a franchise’s brand value and fan appeal, he argued that leadership quality should take precedence. Manjrekar cited successful overseas skippers like David Warner and Pat Cummins as examples.",Sports,General,2026-06-03T09:37:39.288345
timesofindia.indiatimes.com,https://timesofindia.indiatimes.com/sports/chess/arjun-erigaisi-becomes-only-indian-chess-player-in-fide-top-10-after-latest-rankings-update/articleshow/131462907.cms,Erigaisi becomes only Indian in FIDE top 10 after latest rankings update,"Indian Grandmaster Arjun Erigaisi has returned to the world's top 10, climbing to No. 8 in the June 2026 FIDE ratings after gaining 10 points. He is the only Indian in the top 10. Strong performances, including at the TePe Sigeman tournament in Malmö, boosted his ranking. Although he lost a playoff to Magnus Carlsen, Erigaisi's overall results secured his comeback among chess's elite.",Sports,General,2026-06-03T09:37:39.289038
timesofindia.indiatimes.com,https://timesofindia.indiatimes.com/sports/cricket/ipl/ipl-2026/jeet-gaye-kar-diya-na-maine-rajat-patidars-first-words-to-childhood-friend-after-rcbs-second-title-win/articleshow/131455692.cms,"'Jeet gaye, kar diya na maine': Patidar's first words to childhood friend","Moments after RCB’s IPL 2026 victory, Patidar shared an emotional embrace with childhood friend Abhishek Pathrod, saying, “Dekha, jeet gaye. Kar diya na maine."" The triumph capped a remarkable rise for the soft-spoken leader, whose calm captaincy and prolific batting helped transform RCB from perennial underachievers into back-to-back champions.",Sports,General,2026-06-03T09:37:39.289317
thehindu.com,https://www.thehindu.com/news/national/karnataka/karnataka-cm-dks-dk-shivakumar-oath-taking-swearing-in-ceremony-live-updates-june-3-2026/article71053881.ece,Karnataka CM swearing-in LIVE: D.K. Shivakumar to be sworn in as Karnataka CM,"Siddaramaiah resigned as CM last week, as directed by the Congress high command, paving the way for Shivakumar to take the coveted position",Politics,General,2026-06-03T09:37:44.180408
thehindu.com,https://www.thehindu.com/news/national/india-bloc-to-meet-on-june-8-amid-strain/article71053612.ece,"INDIA bloc to meet on June 8 amid strain; Trinamool, DMK set to attend","17 Opposition parties likely to join the meeting; all eyes on DMK, given the recent tensions with Congress for switching sides in Tamil Nadu",Politics,General,2026-06-03T09:37:44.180760
thehindu.com,https://www.thehindu.com/news/national/maharashtra/maharashtra-cabinet-clears-farm-loan-waiver-56-lakh-farmers-to-benefit/article71052257.ece,"₹36,585 crore farm loan waiver to benefit 56 lakh farmers in Maharashtra","The scheme will cover more than 65 lakh accounts, and loans worth ₹36,585 crore of nearly 56 lakh farmers are expected to be waived",Politics,General,2026-06-03T09:37:44.181017
thehindu.com,https://www.thehindu.com/news/national/jammu-and-kashmir/tribal-leaders-pdp-demand-release-of-arrested-nomadic-community-leader-talib-hussain-in-jammu/article71053843.ece,"Tribal leaders, PDP demand release of arrested nomadic community leader Talib Hussain in Jammu","PDP leader Iltija Mufti, who condemned the arrest of Mr. Hussain, said, “The arrest of a political leader for peacefully voicing the concerns of vulnerable and marginalised citizens reflects an alarming intolerance towards dissent and democratic expression",Politics,General,2026-06-03T09:37:44.181344
thehindu.com,https://www.thehindu.com/news/national/teen-flags-cbse-osm-tender-irregularities-before-parliamentary-panel/article71053474.ece,Sarthak Sidhant flags CBSE OSM tender irregularities before Parliamentary panel,"17-year-old from Jharkhand presents findings before Standing Committee on Education as CBSE defends process, promises fixes",Politics,General,2026-06-03T09:37:44.181508
thehindu.com,https://www.thehindu.com/news/national/madhya-pradesh/after-a-gap-of-21-years-mp-government-to-relaunch-state-wide-public-bus-service/article71053783.ece,"After a gap of 21 years, M.P. government to relaunch State-wide public bus service","The bus service ‘Mukhya Mantri Sugam Parivahan Sewa’, Mr. Yadav said, would be launched in phases across Madhya Pradesh with the government planning to start the services before Rakshabandhan.",Politics,General,2026-06-03T09:37:44.181763
thehindu.com,https://www.thehindu.com/news/national/the-mountbatten-plan-how-june-3-sealed-the-partition-of-india-the-hindu-archives/article71052074.ece,The Mountbatten Plan: How June 3 sealed the Partition of India,,Politics,General,2026-06-03T09:37:44.182016
thehindu.com,https://www.thehindu.com/news/national/karnataka/stage-set-for-dk-shivakumar-to-over-as-new-cm-of-karnataka/article71054249.ece,Stage set for D.K. Shivakumar to take over as new CM of Karnataka,About 10 to 15 Ministers likely to be sworn in on Wednesday; no clarity on Deputy Chief Minister posts,Politics,General,2026-06-03T09:37:44.182235
thehindu.com,https://www.thehindu.com/news/national/karnataka/dk-shivakumar-congress-troubleshooter-poised-to-become-chief-minister-of-karnataka/article71032582.ece,D.K. Shivakumar: Congress troubleshooter poised to become Chief Minister of Karnataka,"D.K. Shivakumar’s proximity to the party’s top brass, particularly Sonia Gandhi and Priyanka Gandhi Vadra, is believed to have strengthened his claim after a prolonged power struggle with Chief Minister Siddaramaiah over the last three years",Politics,General,2026-06-03T09:37:44.182580
thehindu.com,https://www.thehindu.com/news/national/kerala/prism-initiative-revolutionises-public-education-in-kozhikode/article71053239.ece,PRISM initiative revolutionises public education in Kozhikode,"Former Kozhikode North legislator A. Pradeepkumar, who spearheaded the project, said, “We wanted students to become winners not only in examinations but in life as well.”",Politics,General,2026-06-03T09:37:44.182842
thehindu.com,https://www.thehindu.com/news/national/karnataka/notification-for-polls-to-fill-up-four-rajya-sabha-seats-in-karnataka-issued/article71047992.ece,Notification for polls to fill four Rajya Sabha seats in Karnataka issued,"Polling will be held on June 18, followed by counting of votes at 5 p.m.",Politics,General,2026-06-03T09:37:44.183054
thehindu.com,https://www.thehindu.com/news/national/karnataka/karnataka-cm-siddaramaiah-submits-resignation-to-governor/article71032874.ece,"Karnataka CM Siddaramaiah resigns, but won’t budge from State politics","Going down memory lane, he said he was an ‘accidental politician’, with none in the family being in politics",Politics,General,2026-06-03T09:37:44.183383
thehindu.com,https://www.thehindu.com/news/national/karnataka/dk-shivakumar-rock-of-congress/article71042513.ece,D.K. Shivakumar | ‘Rock’ of Congress,"The party’s crisis manager, known for his organisational skills and grassroots networks, is set to become Karnataka’s Chief Minister",Politics,General,2026-06-03T09:37:44.183626
thehindu.com,https://www.thehindu.com/news/international/nepal-pm-says-nepal-has-also-encroached-upon-indian-territory-sparks-uproar-in-parliament/article71044625.ece,"Nepal has also encroached upon Indian territory, says PM Balendra Shah",Lawmakers from the Nepali Congress and the Nepal Communist Party demanded that the Prime Minister clarify where exactly Nepal has encroached upon Indian territory and sought the removal of his remarks from the record.,Politics,General,2026-06-03T09:37:44.183937
thehindu.com,https://www.thehindu.com/news/national/no-role-for-any-third-parties-in-resolution-of-india-nepal-border-issue-mea/article71052660.ece,No place for third parties in border issues: MEA in response to Nepal PM while hosting country’s ruling party chief,MEA spokesperson responds to claims made by Balen Shah who had asserted that the boundary issue is a complex one with both India and Nepal having possession of each other’s territory and had sought intervention of the U.K. and China,Politics,General,2026-06-03T09:37:44.184231
thehindu.com,https://www.thehindu.com/news/national/tamil-nadu/sulur-sexual-assault-cum-murder-case-witnesses-identify-main-accused/article71053190.ece,Sulur sexual assault-cum-murder case: witnesses identify main accused,"Two eyewitnesses in the case, who claimed to have seen Karthi taking away the minor girl in a two-wheeler on May 21 evening, identified him from the line-up comprising other individuals, said sources",Politics,General,2026-06-03T09:37:44.184505
thehindu.com,https://www.thehindu.com/news/national/drdo-iaf-successfully-flight-test-indigenous-rudram-ii-air-to-surface-missile/article71053711.ece,"DRDO, IAF successfully flight-test indigenous RudraM-II air-to-surface missile",This marks a significant milestone in India’s efforts to strengthen its precision strike capabilities and advance self-reliance in defence technology,Politics,General,2026-06-03T09:37:44.184770
thehindu.com,https://www.thehindu.com/sci-tech/energy-and-environment/tigress-zeenat-gives-birth-to-four-cubs-in-similipal-boost-to-translocation-effort/article71052567.ece,Tigress Zeenat gives birth to four cubs in Similipal,"Forest Department takes special measures to ensure safety of mother and cubs, and their movements are being continuously monitored, says Odisha CM Mohan Majhi",Politics,General,2026-06-03T09:37:44.185025
thehindu.com,https://www.thehindu.com/news/national/chief-justice-of-india-surya-kant-new-judges-to-supreme-court/article71050982.ece,Five new judges join Supreme Court following increase in sanctioned strength,"The appointments come shortly after the Union government increased the court’s sanctioned strength from 33 to 37 judges, excluding the CJI; the latest round of elevations is also expected to balance regional representation and enhance gender diversity on the Bench",Politics,General,2026-06-03T09:37:44.185275
thehindu.com,https://www.thehindu.com/news/cities/chennai/farmers-who-gave-land-for-parandur-airport-face-uncertainty/article71053240.ece,Farmers who gave land for Parandur airport face uncertainty,"Many who parted with their land for Parandur airport are worried, as they don’t know whether the project would take off. They also demand assured jobs and more financial compensation",Politics,General,2026-06-03T09:37:44.185531
thehindu.com,https://www.thehindu.com/opinion/editorial/change-in-arrangement-on-the-leadership-transition-in-karnataka/article71053056.ece,​Change in arrangement: On the leadership transition in Karnataka,Siddaramaiah gave way to Shivakumar in a tightly managed transition,Politics,General,2026-06-03T09:37:44.185744
thehindu.com,https://www.thehindu.com/news/national/assam/assam-villagers-refuse-burial-for-slain-youth-accused-of-killing-teen-injuring-girl/article71053746.ece,"Assam villagers refuse burial for slain youth accused of killing teen, injuring girl","Doctors said the Class 12 girl, grievously injured, was responding to treatment at the Gauhati Medical College and Hospital",Politics,General,2026-06-03T09:37:44.185981
thehindu.com,https://www.thehindu.com/news/national/karnataka/list-of-ministers-to-be-sworn-in-with-dks-to-be-finalised-only-june-3/article71054013.ece,List of Ministers to be sworn in with DKS to be finalised only June 3,"Siddaramaiah and Shivakumar have been bargaining hard on Cabinet formation, creation of deputy chief minister’s post, setting up of coordination committee and choice of KPCC president",Politics,General,2026-06-03T09:37:44.186230
thehindu.com,https://www.thehindu.com/news/national/karnataka/bmrcl-to-induct-two-more-trains-on-yellow-line-from-june-3-improve-frequency/article71054171.ece,"BMRCL to induct two more trains on Yellow Line from June 3, improve frequency","The Yellow Line connects R.V. Road and Bommasandra and has witnessed growing ridership since its launch. However, the pace of train induction has remained slow, resulting in overcrowded trains and inconvenience to commuters on the corridor.",Politics,General,2026-06-03T09:37:44.186541
thehindu.com,https://www.thehindu.com/news/national/tamil-nadu/tn-government-transfers-several-ias-officers-appoints-sajjansingh-r-chavan-as-secretary-to-governor/article71053806.ece,"T.N. government transfers several IAS officers, appoints Sajjansingh R. Chavan as Secretary to Governor",,Politics,General,2026-06-03T09:37:44.186766
thehindu.com,https://www.thehindu.com/news/national/karnataka/karnataka-cm-swearing-in-ceremony-elaborate-security-in-place-at-lok-bhavan-in-bengaluru/article71052587.ece,Karnataka CM swearing-in ceremony: Elaborate security in place at Lok Bhavan in Bengaluru,"Given the limited seating capacity at Glass House in Lok Bhavan, entry has been restricted strictly to invited guests and passes have already been issued to VIPs, VVIPs and other categorised invitees.",Politics,General,2026-06-03T09:37:44.187114
thehindu.com,https://www.thehindu.com/news/national/karnataka/major-traffic-curbs-in-bengaluru-for-karnataka-cms-swearing-in-ceremony/article71051772.ece,Major traffic curbs in Bengaluru for Karnataka CM’s swearing-in ceremony,"The event is expected to witness the presence of several dignitaries, VVIPs, and political leaders from across the country, prompting heightened security measures and traffic management arrangements",Politics,General,2026-06-03T09:37:44.187386
thehindu.com,https://www.thehindu.com/news/national/ladakh/ladakh-up-in-arms-over-new-liberal-liquor-policy-introduced-by-l-g-administration/article71053649.ece,Ladakh up in arms over new liberal liquor policy introduced by L-G administration,"Our stand is clear. We do not support the opening of 20 new wine shops or the unrestricted sale of alcohol in hotels, guest houses, and homestays, says Ladakh Buddhist Association (LBA) in a statement",Politics,General,2026-06-03T09:37:44.187632
thehindu.com,https://www.thehindu.com/news/national/andhra-pradesh/collector-reviews-arrangements-for-chief-ministers-visit/article71053772.ece,Collector reviews arrangements for Chief Minister’s visit,,Politics,General,2026-06-03T09:37:44.187868
thehindu.com,https://www.thehindu.com/news/national/karnataka/south-western-railway-sets-new-record-in-freight-loading/article71053831.ece,South Western Railway sets new record in freight loading,,Politics,General,2026-06-03T09:37:44.188105
